Region,Installation,RPUID,Asset_Name,build_dt,RM,Sustainment,FCI,ICI,Visit Date,Net_Profit,Population,Profit_per_pop,ConditionCombo,ICI_Exist,Q-Rating
SLTI,MCAGCC 29 Palms,1213029,MCCS OCOTILLO MARINE MART FUEL TANK,9/7/2014,0.00,15585.01,100,,,,10483,,100,N,Q1
SLTI,MCAGCC 29 Palms,1213031,MCCS OCOTILLO MARINE MART FUEL TANK,9/7/2014,0.00,10390.00,100,,,,10483,,100,N,Q1
SLTI,MCAGCC 29 Palms,1213042,MCCS OCOTILLO MARINE MART FILLING STATION,9/17/2014,0.00,29822.90,100,,,,10483,,100,N,Q1
SLTI,MCAGCC 29 Palms,1402894,TEMPORARY LODGING FACILITY,6/19/2020,0.00,266820.43,100,,,,10483,,100,N,Q1
SLTI,MCAGCC 29 Palms,36567,MARQUEE,7/1/1996,719.70,208.56,94,,,,10483,,94,N,Q1
SLTI,MCAGCC 29 Palms,36583,EXCHANGE WAREHOUSE,8/31/1998,359139.88,35145.17,89,83,5/26/2017,21463407.57,10483,2047.448972,83,Y,Q1
SLTI,MCAGCC 29 Palms,39559,DI CARLO'S ITALIAN CAFE,4/2/1990,93856.10,25322.50,90,,,661482.18,10483,63.10046552,90,N,Q1
SLTI,MCAGCC 29 Palms,42224,"""O"" CLUB STORAGE",7/1/1985,39467.64,9198.15,88,,,,10483,,88,N,Q1
SLTI,MCAGCC 29 Palms,42225,OFFICERS CLUB/CONFCTR/RESTUR,11/16/1954,788280.80,140578.40,84,88,7/27/2017,2185012.89,10483,208.4339302,88,Y,Q1
SLTI,MCAGCC 29 Palms,42240,BOWLING CENTER,7/1/1977,738952.56,92392.78,81,85,5/26/2017,1864165.62,10483,177.827494,85,Y,Q1
SLTI,MCAGCC 29 Palms,42668,MCCS MARQUEE,7/1/2005,239.90,208.56,98,,,,10483,,98,N,Q1
SLTI,MCAGCC 29 Palms,42675,SMP/THE ZONE/DOMINOS,7/1/1957,555392.04,44476.16,62,,,2541154.44,10483,242.4071773,62,N,Q3
SLTI,MCAGCC 29 Palms,43329,CUSTOMER OPERATED CAR WASH,10/21/1992,33618.53,14734.42,89,,,1293530.26,10483,123.3931375,89,N,Q1
SLTI,MCAGCC 29 Palms,43332,EXCHANGE INSTALLATION WAREHOUSE,7/1/1986,244882.72,8439.15,84,,,919535.82,10483,87.71685777,84,N,Q1
SLTI,MCAGCC 29 Palms,44626,YOUTH CENTER,7/1/1988,292092.45,33235.35,87,,,-110505.18,10483,-10.54136984,87,N,Q1
SLTI,MCAGCC 29 Palms,44869,CAMP WILSON EXCHANGE,12/13/2010,296799.12,57226.05,88,85,5/26/2017,50879949.49,10483,4853.567632,85,Y,Q1
SLTI,MCAGCC 29 Palms,44882,WARRIOR CLUB,7/1/1994,463473.66,99706.25,87,,,24483015.81,10483,2335.497072,87,N,Q1
SLTI,MCAGCC 29 Palms,45643,JERSEY MIKE'S/GAME STOP,2/22/1983,165339.24,18016.91,88,,,1719163.18,10483,163.9953429,88,N,Q1
SLTI,MCAGCC 29 Palms,45648,MCCS VENDOR & FITNESS ROOM,7/1/1962,147976.94,23717.25,81,,,150274.76,10483,14.3350911,81,N,Q1
SLTI,MCAGCC 29 Palms,45846,GOLF COURSE,2/15/1962,982563.40,50742.99,80,,,-2841329.03,10483,-271.041594,80,N,Q1
SLTI,MCAGCC 29 Palms,45848,GOLF COURSE CLUBHOUSE,7/1/2004,58194.78,17907.32,86,94,5/26/2017,234084.01,10483,22.32986836,94,Y,Q1
SLTI,MCAGCC 29 Palms,45850,GOLF BALL DISPENSER SHELTER,7/1/2004,2946.10,524.30,90,,,,10483,,90,N,Q1
SLTI,MCAGCC 29 Palms,46558,BILLBOARD MCX,7/1/1987,1079.55,208.56,91,,,,10483,,91,N,Q1
SLTI,MCAGCC 29 Palms,46738,ALL HANDS CLUB/GET WET SCUBA,7/1/1957,831856.58,68082.29,83,78,7/27/2017,3105885.55,10483,296.2783125,78,Y,Q2
SLTI,MCAGCC 29 Palms,46947,MCCS MAINT,7/1/1976,117658.70,32286.36,83,,,,10483,,83,N,Q1
SLTI,MCAGCC 29 Palms,46948,HAZARD WASTE STORAGE,9/1/1994,35916.06,6083.95,94,,,,10483,,94,N,Q1
SLTI,MCAGCC 29 Palms,47808,GOLF COURSE IRRIG. MAINT,7/1/2004,59458.08,5424.51,56,,,,10483,,56,N,Q4
SLTI,MCAGCC 29 Palms,47876,TEMPORARY LODGING FACILITY,7/1/1985,857042.06,65907.30,86,78,5/26/2017,12299268.26,10483,1173.258443,78,Y,Q2
SLTI,MCAGCC 29 Palms,47883,TWILIGHT DUNES RV PARK,7/1/1985,175669.50,22569.43,70,,,4762997.92,10483,454.354471,70,N,Q2
SLTI,MCAGCC 29 Palms,48183,COYOTE CAFE,7/1/1988,233742.04,15989.98,86,76,5/26/2017,19096087.96,10483,1821.62434,76,Y,Q2
SLTI,MCAGCC 29 Palms,48372,HOSPITAL-TWENTYNINE PALMS,12/15/1994,27687.40,8900.28,87,78,7/17/2017,2079374.55,10483,198.3568206,78,Y,Q2
SLTI,MCAGCC 29 Palms,549079,CONDOR MALL RETAIL EXCHANGE,7/1/1961,1347155.04,89993.95,86,79,5/26/2017,-26696990.33,10483,-2546.693726,79,Y,Q2
SLTI,MCAGCC 29 Palms,983788, EXCHANGE SERVICE OUTLET,6/1/1986,1186.10,274.43,90,,,,10483,,90,N,Q1
SLTI,MCAGCC 29 Palms,986924,CARL'S JR.,4/2/1990,113900.08,37979.55,92,,,1633876.48,10483,155.859628,92,N,Q1
SLTI,MCAGCC 29 Palms,986977,MCCS MARQUEE,8/25/2005,239.90,208.56,98,,,,10483,,98,N,Q1
SLTI,MCRD San Diego,1063332,MINI MART GAS STATION,4/1/2000,12360.24,3529.83,92,84,6/13/2017,53930701.91,1200,44942.25159,84,Y,Q1
SLTI,MCRD San Diego,1368913,RV STORAGE LOT A,7/1/1977,147868.21,34398.71,83,,,7743828.06,1200,6453.19005,83,N,Q1
SLTI,MCRD San Diego,1368914,RV STORAGE LOT C,7/1/2011,101510.40,26763.05,85,,,7743828.06,1200,6453.19005,85,N,Q1
SLTI,MCRD San Diego,1398479,EXCHANGE CAR WASH,7/3/2020,0.00,4505.75,100,,,,1200,,100,N,Q1
SLTI,MCRD San Diego,1398481,CAR WASH CANOPY,7/3/2020,0.00,473.88,100,,,,1200,,100,N,Q1
SLTI,MCRD San Diego,52610,MCCS ADMIN/SERVICES/IT/TRNG,7/1/1921,283261.12,13334.72,84,83,1/12/2016,528764.39,1200,440.6369917,83,Y,Q1
SLTI,MCRD San Diego,52611,MC EXCHANGE,7/1/1922,843172.05,128423.06,85,81,1/12/2016,58158834.79,1200,48465.69566,81,Y,Q1
SLTI,MCRD San Diego,52619,BAY VIEW RESTAURANT,7/1/1938,1528904.88,175205.27,76,79,6/13/2017,8567052.79,1200,7139.210658,79,Y,Q2
SLTI,MCRD San Diego,52623,EXCHANGE WAREHOUSE,7/1/1941,340525.60,22621.94,84,,,,1200,,84,N,Q1
SLTI,MCRD San Diego,52624,MCX WAREHOUSE,7/1/1941,361808.45,22621.94,83,,,,1200,,83,N,Q1
SLTI,MCRD San Diego,52625,MCX CENTRAL/WH/MS/POST OFFICE,7/1/1941,2245447.44,53228.69,64,,,-13212992.65,1200,-11010.82721,64,N,Q3
SLTI,MCRD San Diego,52630,EXCH STOREHOUSE/RETAIL,7/1/1925,1155525.19,77645.91,83,78,1/12/2016,34181845.22,1200,28484.87102,78,Y,Q2
SLTI,MCRD San Diego,53262,BAYVIEW STORAGE BUILDING,7/1/1943,30701.72,1660.73,71,,,,1200,,71,N,Q2
SLTI,MCRD San Diego,53263,BAYVIEW EMPLOYEE FACILITY,7/1/1943,3774.40,169.16,65,,,,1200,,65,N,Q3
SLTI,MCRD San Diego,53268,MARINA BOAT DOCKS,7/1/1972,517726.80,9932.63,60,,,,1200,,60,N,Q3
SLTI,MCRD San Diego,53269,GENERAL WAREHOUSE,7/1/1951,258767.08,10533.34,74,,,,1200,,74,N,Q2
SLTI,MCRD San Diego,55928,RECRUIT EXCHANGE COMPLEX,7/1/1977,255244.35,19438.08,85,73,6/13/2017,141081915,1200,117568.2625,73,Y,Q2
SLTI,MCRD San Diego,55950,MCX SELF-SERVICE CARWASH,7/1/1980,27262.56,8111.49,84,,,221387.28,1200,184.4894,84,N,Q1
SLTI,MWTC Bridgeport,1274305,COLEVILLE HOUSING STORAGE UNITS,7/1/2009,3260.00,1785.24,96,,,443958.24,250,1775.83296,96,N,Q1
SLTI,MWTC Bridgeport,1321628,COLEVILLE HOUSING STORAGE UNITS,7/1/2009,4767.80,2610.94,96,,,,250,,96,N,Q1
SLTI,MWTC Bridgeport,1321629,COLEVILLE HOUSING STORAGE UNITS,7/1/2009,4041.64,2213.27,96,,,,250,,96,N,Q1
SLTI,MWTC Bridgeport,1322743,MCX MARINE MART - COLEVILLE,5/31/2013,47170.76,15925.48,93,,,742819.35,250,2971.2774,93,N,Q1
SLTI,MWTC Bridgeport,1322779,COLEVILLE HOUSING STORAGE UNITS,7/1/2009,4767.80,2610.94,96,,,,250,,96,N,Q1
SLTI,MWTC Bridgeport,33304,MULTI-PURPOSE COMPLEX,7/1/1990,80566.09,8403.07,89,,,16527456.38,250,66109.82552,89,N,Q1
SLTI,MWTC Bridgeport,33309,PICKEL CHALET,6/30/2003,149985.22,36071.74,89,,,,250,,89,N,Q1
