Region,Installation,RPUID,Asset_Name,build_dt,RM,Sustainment,FCI,ICI,Visit Date,Net_Profit,Population,Profit_per_pop,ConditionCombo,ICI_Exist,Q-Rating
MCIEAST,MCB Lejeune,39452,COLONELS BEACH HOUSE,9/10/1982,63406.86,6772.44,89,,,,38778,,89,N,Q1
MCIEAST,MCB Lejeune,39462,OFFICERS BEACH HOUSE,9/10/1982,30325.02,6324.50,93,,,,38778,,93,N,Q1
MCIEAST,MCB Lejeune,39463,REC LODGE ONSLOW BEACH,7/1/1962,50732.25,4497.22,89,,,,38778,,89,N,Q1
MCIEAST,MCB Lejeune,39849,EXCHANGE SERVICE OUTLET,6/1/1978,190455.20,41046.97,90,,,5930012.34,38778,152.922078,90,N,Q1
MCIEAST,MCB Lejeune,39880,NAVAL MEDICAL CENTER - CAMP LEJEUNE,2/1/1983,50287.86,6784.15,94,85,11/2/2017,5090538.58,38778,131.2738816,85,Y,Q1
MCIEAST,MCB Lejeune,39926,BASE LIBRARY/RESTAURANT,3/31/1979,608024.20,53957.81,72,,,-557034.6,38778,-14.36470679,72,N,Q2
MCIEAST,MCB Lejeune,39929,EXCHANGE,9/1/1993,19306686.56,195112.73,86,94.5,10/30/2017,437475751.8,38778,11281.54499,94.5,Y,Q1
MCIEAST,MCB Lejeune,39930,TACO BELL,4/30/2003,204466.08,20398.99,88,,,21749385.98,38778,560.8692037,88,N,Q1
MCIEAST,MCB Lejeune,39959,MCCS ADMIN STORAGE,7/1/1985,23646.84,613.28,67,,,,38778,,67,N,Q3
MCIEAST,MCB Lejeune,40066,REC LODGE,7/1/2001,8087.69,1902.67,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,40067,REC LODGE,7/1/2001,5000.24,1911.54,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,40068,REC LODGE,7/1/2001,5000.24,1911.54,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,40069,REC LODGE,7/1/2001,5000.24,1911.54,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,40070,REC LODGE,7/1/2001,5000.24,1911.54,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,40071,REC LODGE,7/1/2001,5000.24,1911.54,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,40072,REC LODGE,7/1/2001,5000.24,1911.54,81,,,,38778,,81,N,Q1
MCIEAST,MCB Lejeune,40073,REC LODGE,7/1/2001,5000.24,1911.54,81,,,,38778,,81,N,Q1
MCIEAST,MCB Lejeune,40074,REC LODGE,7/1/2001,5000.24,1911.54,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,40075,REC LODGE,7/1/2001,5000.24,1911.54,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,40076,REC LODGE,7/1/2001,8125.39,1911.54,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,40077,REC LODGE,7/1/2001,4977.04,1902.67,84,,,,38778,,84,N,Q1
MCIEAST,MCB Lejeune,40078,REC LODGE,7/1/2001,4977.04,1902.67,80,,,,38778,,80,N,Q1
MCIEAST,MCB Lejeune,40079,REC LODGE,7/1/2001,8163.09,1920.42,78,,,,38778,,78,N,Q2
MCIEAST,MCB Lejeune,40080,REC LODGE,7/1/2001,8200.79,1929.29,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,40081,REC LODGE,7/1/2001,8163.09,1920.42,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,40082,REC LODGE,7/1/2001,8163.09,1920.42,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,40083,REC LODGE,7/1/2001,8163.09,1920.42,83,,,,38778,,83,N,Q1
MCIEAST,MCB Lejeune,40084,REC LODGE,7/1/2001,8087.69,1902.67,83,,,,38778,,83,N,Q1
MCIEAST,MCB Lejeune,40085,REC LODGE,7/1/2001,6279.30,1920.42,84,,,,38778,,84,N,Q1
MCIEAST,MCB Lejeune,40086,REC LODGE,7/1/2001,8200.79,1929.29,79,,,,38778,,79,N,Q2
MCIEAST,MCB Lejeune,40087,REC LODGE,7/1/2001,8831.62,1929.29,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,40088,REC LODGE,7/1/2001,8200.79,1929.29,81,,,,38778,,81,N,Q1
MCIEAST,MCB Lejeune,40089,REC LODGE,7/1/2001,7535.16,1920.42,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,40090,REC LODGE,7/1/2001,8125.39,1911.54,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,41528,CAMPSITE ONSLOW BEACH UN591,8/1/1970,98570.00,17694.43,80,,,,38778,,80,N,Q1
MCIEAST,MCB Lejeune,41888,WEATHER SHELTER/GOLF,7/1/1969,1986.60,85.40,80,,,,38778,,80,N,Q1
MCIEAST,MCB Lejeune,42359,PICNIC SHELTER VIC BASE STBL,7/1/1984,2151.00,172.08,89,,,,38778,,89,N,Q1
MCIEAST,MCB Lejeune,42367,WEATHER SHELTER/GOLF,7/1/1969,1986.60,85.40,80,,,,38778,,80,N,Q1
MCIEAST,MCB Lejeune,42374,GOLF EQUIP BUILDING VIC 2015,7/1/1995,2406.06,1072.77,87,,,,38778,,87,N,Q1
MCIEAST,MCB Lejeune,42381,GOLF EQUIP STORAGE VIC 1903,7/1/1995,2440.92,816.24,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,42382,"CANOPY, DRIVING RNG/VIC1903",8/20/2002,21409.80,14927.50,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,42387,ARCHERY RANGE VIC BB45,7/1/2000,1023.40,1099.18,96,,,,38778,,96,N,Q1
MCIEAST,MCB Lejeune,42535,MILITARY CLOTHING EXHG,12/31/1951,162782.40,14617.89,96,,,1944900.46,38778,50.15473877,96,N,Q1
MCIEAST,MCB Lejeune,42536,BARBER SHOP/EXCHANGE RETAIL,12/31/1951,353881.20,19067.16,45,80,11/1/2017,19830364.92,38778,511.3818382,80,Y,Q1
MCIEAST,MCB Lejeune,42642,SHOPPING CENTER TARAWA TERRACE,7/1/1952,882084.27,29651.45,65,,,2375621.9,38778,61.2621048,65,N,Q3
MCIEAST,MCB Lejeune,42654,MCCS CAR WASH,8/1/2002,16316.46,4070.78,72,,,288399.58,38778,7.437195833,72,N,Q2
MCIEAST,MCB Lejeune,42656,LOCATION EXCHANGE,5/1/1990,173528.40,24913.35,83,84,11/2/2017,29235081.5,38778,753.9089561,84,Y,Q1
MCIEAST,MCB Lejeune,43364,GOLF COURSE #1 (GOLD),7/1/1946,773466.40,72101.26,80,,,,38778,,80,N,Q1
MCIEAST,MCB Lejeune,43635,COMMUNITY CENTER,7/1/1946,38666.18,5428.10,75,78,11/2/2017,-837491.1,38778,-21.59706793,78,Y,Q2
MCIEAST,MCB Lejeune,43644,LOC EX/FILLING STA,1/14/1993,117551.40,8590.26,83,78,,7412575.42,38778,191.1541446,78,Y,Q2
MCIEAST,MCB Lejeune,43647,MCCS CAR WASH EXCHANGE,8/1/2002,25796.12,0.00,72,,,,38778,,72,N,Q2
MCIEAST,MCB Lejeune,44045,ADMIN STORAGE VIC 898,7/1/1977,8457.48,1436.99,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,44490,GOLF COURSE#2 SCAR,7/1/1943,773466.40,72101.26,80,,,,38778,,80,N,Q1
MCIEAST,MCB Lejeune,45944,LOCATION EXCHGE@MONTFORD RD,9/1/1977,140449.80,15134.90,65,85,11/1/2017,22040098.67,38778,568.3660496,85,Y,Q1
MCIEAST,MCB Lejeune,47757,RECREAT CTR@HARLEM/ROCHESTER,4/1/1943,785649.84,77467.59,68,71,11/1/2017,6827837.42,38778,176.0750276,71,Y,Q2
MCIEAST,MCB Lejeune,47782,EXCHANGE RETAIL STOR,9/16/1943,229586.40,10472.09,80,,,,38778,,80,N,Q1
MCIEAST,MCB Lejeune,47783,ISSUE/RETAIL CLTHG/UNIFORM,9/16/1943,520534.00,36948.49,79,74,11/1/2017,28245832.97,38778,728.3983952,74,Y,Q2
MCIEAST,MCB Lejeune,553765,REC LODGE ONSLOW BEACH,7/1/2008,19764.69,5495.13,85,,,,38778,,85,N,Q1
MCIEAST,MCB Lejeune,554760,REC LODGE ONSLOW BEACH,7/1/2008,23282.87,5477.39,82,,,,38778,,82,N,Q1
MCIEAST,MCB Lejeune,625295,INSTALLATION RESTAURANT MWR,5/28/2008,86043.84,8908.41,82,84,10/30/2017,6367996.52,38778,164.2167342,84,Y,Q1
MCIEAST,MCB Lejeune,925425,REC LODGE ONSLOW BEACH,7/1/2008,25073.86,5477.39,82,79,11/3/2017,,38778,,79,Y,Q2
MCIEAST,MCB Lejeune,925427,REC LODGE ONSLOW BEACH,7/1/2008,26864.85,5477.39,81,,,,38778,,81,N,Q1
MCIEAST,MCLB Albany,1010601,MWR RV PARK SUPPORT BLDG LOT #9,10/1/1978,387.52,106.47,87,,,,278,,87,N,Q1
MCIEAST,MCLB Albany,1010602,MWR RV PARK SUPPORT BLDG LOT #10,10/1/1978,435.96,106.47,86,,,,278,,86,N,Q1
MCIEAST,MCLB Albany,1010689,MWR RV PARK SUPPORT BLDG LOT #11,10/1/1978,435.96,106.47,86,,,,278,,86,N,Q1
MCIEAST,MCLB Albany,1010690,MWR RV PARK SUPPORT BLDG LOT #12,10/1/1978,460.18,106.47,86,,,,278,,86,N,Q1
MCIEAST,MCLB Albany,1010691,MWR RV PARK SUPPORT BLDG LOT #13,10/1/1978,435.96,106.47,87,,,,278,,87,N,Q1
MCIEAST,MCLB Albany,1010692,MWR RV PARK SUPPORT BLDG LOT #14,10/1/1978,435.96,106.47,87,,,,278,,87,N,Q1
MCIEAST,MCLB Albany,1010693,MWR RV PARK SUPPORT BLDG LOT #15,10/1/1978,435.96,106.47,87,,,,278,,87,N,Q1
MCIEAST,MCLB Albany,1010696,MWR RV PARK SUPPORT BLDG LOT #16,10/1/1978,435.96,106.47,84,,,,278,,84,N,Q1
MCIEAST,MCLB Albany,1010697,MWR RV PARK SUPPORT BLDG LOT #17,10/1/1978,435.96,106.47,85,,,,278,,85,N,Q1
MCIEAST,MCLB Albany,1010713,MWR RV PARK SUPPORT BLDG LOT #18,10/1/1978,435.96,106.47,86,,,,278,,86,N,Q1
MCIEAST,MCLB Albany,1010714,MWR RV PARK SUPPORT BLDG LOT #19,10/1/1978,435.96,106.47,86,,,,278,,86,N,Q1
MCIEAST,MCLB Albany,1010723,MWR RV PARK SUPPORT BLDG LOT #20,10/1/1978,435.96,106.47,87,,,,278,,87,N,Q1
MCIEAST,MCLB Albany,1292311,EXCHANGE GAS STATION,12/18/2009,38946.46,23609.37,87,,,8613766.2,278,30984.7705,87,N,Q1
MCIEAST,MCLB Albany,1334194,MWR RV PARK SUPPORT BLDG LOT #24,7/27/2018,0.00,91.26,94,,,,278,,94,N,Q1
MCIEAST,MCLB Albany,1334196,MWR RV PARK SUPPORT BLDG LOT #25,7/27/2018,0.00,91.26,94,,,,278,,94,N,Q1
MCIEAST,MCLB Albany,1334197,MWR RV PARK SUPPORT BLDG LOT #26,7/27/2018,0.00,91.26,94,,,,278,,94,N,Q1
MCIEAST,MCLB Albany,1334328,MWR RV PARK SUPPORT BLDG LOT #27,7/27/2018,0.00,91.26,94,,,,278,,94,N,Q1
MCIEAST,MCLB Albany,1334376,MWR RV PARK SUPPORT BLDG LOT #28,7/27/2018,0.00,91.26,94,,,,278,,94,N,Q1
MCIEAST,MCLB Albany,1334379,MWR RV PARK SUPPORT BLDG LOT #21,7/27/2018,0.00,91.26,94,,,,278,,94,N,Q1
MCIEAST,MCLB Albany,1334381,MWR RV PARK SUPPORT BLDG LOT #22,7/27/2018,0.00,91.26,94,,,,278,,94,N,Q1
MCIEAST,MCLB Albany,1334384,MWR RV PARK SUPPORT BLDG LOT #23,7/27/2018,0.00,91.26,94,,,,278,,94,N,Q1
MCIEAST,MCLB Albany,40602,MWR RV SUPPORT BLDG,7/1/1964,12752.10,2237.45,79,88,8/14/2017,42548.1,278,153.0507194,88,Y,Q1
MCIEAST,MCLB Albany,42246,GUN/SKEET/TRAP BLDG,7/1/1961,23420.64,106.25,81,,,830.18,278,2.986258993,81,N,Q1
MCIEAST,MCLB Albany,42247,GUN/SKEET/TRAP BLDG,7/1/1961,62942.97,87.99,65,,,,278,,65,N,Q3
MCIEAST,MCLB Albany,42721,BOQ TRANSIENT W3-W5&03&UP,7/1/1964,468066.06,25877.72,77,,,,278,,77,N,Q2
MCIEAST,MCLB Albany,42722,BOQ TRANSIENT W3-W5&03&UP,7/1/1964,416058.72,25877.72,79,,,,278,,79,N,Q2
MCIEAST,MCLB Albany,42728,BOQ TRANSIENT W3-W5&03&UP,7/1/1964,151802.88,6319.41,79,,,,278,,79,N,Q2
MCIEAST,MCLB Albany,46591,REC CAMPGROUND - RV,7/1/1964,87834.80,15708.32,80,,,1637773.94,278,5891.273165,80,N,Q1
MCIEAST,MCLB Albany,48247,SERVICE CLUB,7/1/1964,4180760.25,4309.44,77,87.33333333,8/15/2017,4269892.75,278,15359.32644,87.33333333,Y,Q1
MCIEAST,MCLB Albany,48249,MARINE CORPS EXCHANGE COMPX,7/1/1977,4294464.00,24888.18,83,81,8/15/2017,18402503.78,278,66196.05676,81,Y,Q1
MCIEAST,MCRD PI,1047288,MCCS RV PARK TOILET/SHOWER/LAUNDRY,3/5/2010,2800.44,3091.02,90,,,1250175.14,4000,312.543785,90,N,Q1
MCIEAST,MCRD PI,1049556,GOLF COURSE - GOLFER SHELTER,7/1/2000,453.36,131.63,96,,,,4000,,96,N,Q1
MCIEAST,MCRD PI,1049558,GOLF COURSE - PUMP HOUSE WATER IRRIGATION,7/1/2000,4813.60,4640.73,88,,,,4000,,88,N,Q1
MCIEAST,MCRD PI,1049559,PUMPS FOR WATER IRRIGATION,7/1/2000,736.40,4.59,96,,,,4000,,96,N,Q1
MCIEAST,MCRD PI,1055113,MCCS RV PARK PARKING/HOOKUPS,7/10/2009,30156.60,18055.55,94,,,,4000,,94,N,Q1
MCIEAST,MCRD PI,1321608,SHELTER MCCS EQUIP @ 1051,5/16/2018,9057.09,161.02,79,,,,4000,,79,N,Q2
MCIEAST,MCRD PI,1321622,GOLF COURSE - SHELTER GOLF CART COVER D,5/9/2018,24484.50,609.41,85,,,,4000,,85,N,Q1
MCIEAST,MCRD PI,1321623,GOLF COURSE - SHELTER GOLF CART COVER A,5/7/2018,25953.60,645.98,85,,,,4000,,85,N,Q1
MCIEAST,MCRD PI,1321624,GOLF COURSE - SHELTER GOLF CART COVER B,5/8/2018,21546.30,536.28,85,,,,4000,,85,N,Q1
MCIEAST,MCRD PI,1321625,GOLF COURSE - SHELTER GOLF CART COVER C,5/8/2018,24484.50,609.41,85,,,,4000,,85,N,Q1
MCIEAST,MCRD PI,1327510,GAZEBO @ TRADITIONS,7/20/2018,0.00,1233.24,100,,,,4000,,100,N,Q1
MCIEAST,MCRD PI,1368961,GOLF COURSE - EQUIPMENT FUELING PAD,6/5/2019,401.20,76.93,80,,,,4000,,80,N,Q1
MCIEAST,MCRD PI,1368964,GOLF COURSE - EQUIPMENT WASH RACK,6/5/2019,668.80,128.21,80,,,,4000,,80,N,Q1
MCIEAST,MCRD PI,17834,MCCS MAINTENANCE SHOP STORAGE SHED,7/1/1984,2795.65,685.20,74,,,,4000,,74,N,Q2
MCIEAST,MCRD PI,17836,EXCHANGE FURNITURE STORE & WAREHOUSE,12/6/1979,926853.48,45729.47,85,86,8/2/2016,,4000,,86,Y,Q1
MCIEAST,MCRD PI,17842,MCCS CAR WASH,6/14/2005,30838.50,12597.41,88,,,521271.72,4000,130.31793,88,N,Q1
MCIEAST,MCRD PI,18066,MCCS ROADS & GROUNDS FACILITY,1/21/1994,104500.38,8903.50,76,,,,4000,,76,N,Q2
MCIEAST,MCRD PI,19447,GOLF COURSE - K SPAN FACILITY,6/14/2005,118817.30,13738.78,91,,,,4000,,91,N,Q1
MCIEAST,MCRD PI,19448,GOLF COURSE - EQUIPMENT STORAGE - MAINT,7/1/1948,21500.21,1831.83,85,,,,4000,,85,N,Q1
MCIEAST,MCRD PI,19452,GOLF COURSE - PICNIC SHELTER AT MAINT FAC,7/1/2003,408.03,117.00,97,,,,4000,,97,N,Q1
MCIEAST,MCRD PI,19618,RECRUIT PROCESSING FACILITY,10/26/1982,680211.99,29073.53,85,76,1/24/2017,110034167.3,4000,27508.54183,76,Y,Q2
MCIEAST,MCRD PI,19726,GOLF COURSE - GARAGE & EQUIPMENT STORAGE,7/1/1950,12090.39,1505.55,87,,,,4000,,87,N,Q1
MCIEAST,MCRD PI,20755,GOLF COURSE,4/19/1963,788782.60,73572.71,80,,,,4000,,80,N,Q1
MCIEAST,MCRD PI,20839,CLASSROOM/SATO/RECRUIT PHOTO,8/15/1958,1147143.75,33341.12,74,,,51438030.29,4000,12859.50757,74,N,Q2
MCIEAST,MCRD PI,20844,MCCS RECEIVING WAREHOUSE,7/1/1941,658814.31,24480.93,78,,,,4000,,78,N,Q2
MCIEAST,MCRD PI,20968,VISITORS CENTER - LIBRARY,7/1/1941,349867.92,34518.61,74,90,,575685.29,4000,143.9213225,90,Y,Q1
MCIEAST,MCRD PI,20979,GOLF COURSE - CLUBHOUSE - THE LEGENDS,10/4/1948,407427.36,70788.46,76,77,8/1/2016,9051492.94,4000,2262.873235,77,Y,Q2
MCIEAST,MCRD PI,21013,MCCS COMMUNITY AND EXCHANGE ADMIN OFFICES,4/17/1979,64640.88,23420.95,87,85,1/24/2017,-5493943.46,4000,-1373.485865,85,Y,Q1
MCIEAST,MCRD PI,21014,MCCS MAINTENANCE SHOP,4/19/1963,158957.42,37710.87,89,,,-2431973.16,4000,-607.99329,89,N,Q1
MCIEAST,MCRD PI,21412,MCCS EXCHANGE SERVICES @ 4TH BN,5/16/1979,141121.74,4004.31,81,79.5,1/24/2017,6404322.64,4000,1601.08066,79.5,Y,Q2
MCIEAST,MCRD PI,21788,GOLF COURSE - PESTICIDE FACILITY,7/1/1994,12574.80,1454.02,88,,,,4000,,88,N,Q1
MCIEAST,MCRD PI,22300,MCCS AND G-4 BOAT STORAGE COMPOUND,7/1/1988,12491.37,5180.97,91,,,110370.24,4000,27.59256,91,N,Q1
MCIEAST,MCRD PI,22306,BOWLING ALLEY & SUBWAY,9/16/1974,226078.44,26766.38,85,90,,974449.45,4000,243.6123625,90,Y,Q1
MCIEAST,MCRD PI,22435,MCCS OUTDOOR SWIMMING POOL BATHHOUSE,6/14/2005,106255.20,14814.85,80,,,,4000,,80,N,Q1
MCIEAST,MCRD PI,22452,REC CENTER - BRIG & BREW CLUB,7/1/1899,153659.94,23124.83,78,,,1095869.86,4000,273.967465,78,N,Q2
MCIEAST,MCRD PI,22453,DRY CLEANERS / COBBLER SHOP / ITT,6/14/2005,191217.91,31719.89,91,98,8/2/2016,15585427.27,4000,3896.356818,98,Y,Q1
MCIEAST,MCRD PI,22792,BARRACKS ENLISTED / WPNS BN HQ / REC BLDG,7/1/1938,31849.56,2323.29,73,85,1/24/2014,1163667.51,4000,290.9168775,85,Y,Q1
MCIEAST,MCRD PI,24899,ALL HANDS CLUB @ TRADITIONS,7/1/1918,1889165.52,150318.22,66,95,8/2/2016,4485639.85,4000,1121.409963,95,Y,Q1
MCIEAST,MCRD PI,25689,EXCHANGE WAREHOUSE,7/1/1918,1659758.07,32602.28,70,,,,4000,,70,N,Q2
MCIEAST,MCRD PI,25692,RECRUIT BARRACKS @ WPNS BN,5/19/1959,22145.76,3093.35,75,,,,4000,,75,N,Q2
MCIEAST,MCRD PI,987340,MCX - MARINE CORPS EXCHANGE,11/3/2008,1883289.60,68994.94,88,96.5,8/2/2016,144079761.3,4000,36019.94032,96.5,Y,Q1
MCIEAST,MCRD PI,987372,CANOPY FUEL PUMP ISLANDS AT MCX,11/3/2008,37593.10,37222.36,99,,,,4000,,99,N,Q1
MCINCR,MBW (8th & I),46441,BEQ - USMC BAND FACILITY,8/6/2004,27472.90,15255.56,86,,,5204528.1,943,5519.117815,86,N,Q1
MCINCR,MBW (8th & I),48350,BEQ & SUPPORT FACILITY,7/1/1975,402281.60,54002.28,75,,,,943,,75,N,Q2
MCINCR,MBW (8th & I),48370,CENTER HOUSE,7/1/1908,111571.00,14264.08,80,,,,943,,80,N,Q1
MCINCR,MCB Quantico,1084000,RUSSELL-KNOX BUILDING,12/23/2010,159462.36,67659.25,87,,,2448512.88,7337,333.7212594,87,N,Q1
MCINCR,MCB Quantico,1131835,HEYWOOD HALL,7/5/2011,3819.45,3260.37,95,,,1160494.98,7337,158.1702303,95,N,Q1
MCINCR,MCB Quantico,1145101,GASOLINE DISP STORAGE,7/1/1993,646.07,561.06,77,,,,7337,,77,N,Q2
MCINCR,MCB Quantico,1145102,DIESEL DISP STORAGE,7/1/1993,280.90,561.06,90,,,,7337,,90,N,Q1
MCINCR,MCB Quantico,1148335,OCS HQ WILSON HALL,1/12/2012,10222.56,2838.27,91,90,2/23/2017,4904140.31,7337,668.4121998,90,Y,Q1
MCINCR,MCB Quantico,1166880,MCCS REGULAR FUEL STORAGE,1/1/2010,6741.60,22442.41,94,,,,7337,,94,N,Q1
MCINCR,MCB Quantico,1166890,MCCS REGULAR FUEL STORAGE,1/1/2010,6741.60,22442.41,94,,,,7337,,94,N,Q1
MCINCR,MCB Quantico,1166891,MCCS REGULAR FUEL STORAGE,1/1/2010,6741.60,22442.41,94,,,,7337,,94,N,Q1
MCINCR,MCB Quantico,1184402,LOPEZ HALL,6/27/2013,18204.12,15539.43,91,,,1821212.09,7337,248.2229917,91,N,Q1
MCINCR,MCB Quantico,1407179,MARINE MART HOT PATCH,12/16/2019,0.00,,100,,,5122488.86,7337,698.1721221,100,N,Q1
MCINCR,MCB Quantico,1407180,M. MART HOT PATCH CANOPY,12/16/2019,0.00,,100,,,,7337,,100,N,Q1
MCINCR,MCB Quantico,1407184,M. MART HOT PATCH PREMIUM FUEL STOR TANK,12/16/2019,0.00,,100,,,,7337,,100,N,Q1
MCINCR,MCB Quantico,1407189,M. MART HOT PATCH REGULAR FUEL STOR TANK,12/16/2019,0.00,,100,,,,7337,,100,N,Q1
MCINCR,MCB Quantico,1407190,M. MART HOT PATCH REGULAR FUEL STORAGE TANK,12/16/2019,0.00,,100,,,,7337,,100,N,Q1
MCINCR,MCB Quantico,1407196,M. MART HOT PATCH - FUEL ISLAND CONCRETE PAVI,12/16/2019,0.00,,100,,,,7337,,100,N,Q1
MCINCR,MCB Quantico,1407197,"M. MART HOT PATCH, EXT FIRE PROTECTION LINES",12/16/2019,0.00,,100,,,,7337,,100,N,Q1
MCINCR,MCB Quantico,1407450,M. MART HOT PATCH DIESEL FUEL STOR TANK,12/16/2019,0.00,,100,,,,7337,,100,N,Q1
MCINCR,MCB Quantico,1447676,GOLF STORAGE/ MAINTENANCE FACILITY,6/19/2021,0.00,,100,,,,7337,,100,N,Q1
MCINCR,MCB Quantico,1447681,DRIVING RANGE SHED,6/19/2021,0.00,,100,,,,7337,,100,N,Q1
MCINCR,MCB Quantico,1447710,LUNGA RECREATION AREA,4/10/2021,0.00,,100,,,-44670.74,7337,-6.088420335,100,N,Q1
MCINCR,MCB Quantico,1448575,ROD AND GUN CLUB SUPPORT BUILDING,1/1/1991,13702.00,,50,,,,7337,,50,N,Q4
MCINCR,MCB Quantico,1448577,ROD AND GUN CLUB SUPPORT BUILDING,1/1/1991,14947.50,,50,,,,7337,,50,N,Q4
MCINCR,MCB Quantico,14520,THE CLUBS AT QUANTICO,6/18/1994,1059823.93,258674.07,76,95,2/21/2017,7816368.46,7337,1065.335758,95,Y,Q1
MCINCR,MCB Quantico,14521,INNS OF THE CORPS QUANTICO,4/18/1998,4370014.87,347432.29,87,,,12627226.72,7337,1721.034036,87,N,Q1
MCINCR,MCB Quantico,19746,GEIGER HALL,7/1/1948,48385.62,4589.22,81,78,2/24/2017,600690.67,7337,81.87142838,78,Y,Q2
MCINCR,MCB Quantico,20822,MCCS HQ - BUSINESS & SUPPORT DIV,8/2/1978,35047.20,5983.40,84,,,491688.74,7337,67.01495707,84,N,Q1
MCINCR,MCB Quantico,20824,MARINE MART MAINSIDE,10/9/1990,135424.70,10442.53,87,77,2/23/2017,21406269.64,7337,2917.57798,77,Y,Q2
MCINCR,MCB Quantico,20826,SELF SERVICE CAR WASH,7/1/1968,27515.88,9096.47,80,,,485863.15,7337,66.22095543,80,N,Q1
MCINCR,MCB Quantico,20882,VACANT - ROD & GUN CLUBHOUSE,1/1/1991,155327.05,18131.39,61,,,,7337,,61,N,Q3
MCINCR,MCB Quantico,21052,TBS MARINE MART,7/1/1971,376416.18,15483.10,75,73,2/22/2017,25211110.42,7337,3436.160613,73,Y,Q2
MCINCR,MCB Quantico,22782,FIRESTONE SERVICE STATION,1/1/1991,136742.94,16873.93,76,,,1289316.46,7337,175.7280169,76,N,Q2
MCINCR,MCB Quantico,24730,MCCS BOAT STORAGE LOT-4,7/1/1944,72677.00,13971.69,80,,,2730772.2,7337,372.1919313,80,N,Q1
MCINCR,MCB Quantico,24922,TPU QTRS,1/1/1929,1994120.10,65429.16,80,,,,7337,,80,N,Q1
MCINCR,MCB Quantico,25157,MARINA,7/1/1920,532518.80,9932.63,60,,,,7337,,60,N,Q3
MCINCR,MCB Quantico,25789,GOLF COURSE,7/1/1930,827073.00,79458.54,80,,,,7337,,80,N,Q1
MCINCR,MCB Quantico,26184,UPSHUR MARINE MART,1/1/1991,60140.52,3710.64,78,80,2/24/2017,1967861.22,7337,268.2106065,80,Y,Q1
MCINCR,MCB Quantico,26328,MEDAL OF HONOR GOLF CLUBHOUSE,7/12/2005,189117.84,97766.12,90,,,3995078.22,7337,544.5111381,90,N,Q1
MCINCR,MCB Quantico,26331,MAIN EXCHANGE,3/31/1977,14619777.48,106888.87,73,79.66666667,2/24/2017,237573566.8,7337,32380.20537,79.66666667,Y,Q2
MCINCR,MCB Quantico,26332,MCCS MINI MART,7/1/1987,83959.10,18547.57,87,90,2/24/2017,170946124.9,7337,23299.18562,90,Y,Q1
MCINCR,MCB Quantico,26800,LIVERSEDGE HALL,7/1/1959,5601235.40,289457.25,74,,,,7337,,74,N,Q2
MCIPAC,Camp Mujuk,145831,CURFEWS,8/10/2004,19121.06,7333.23,93,,,,4000,,93,N,Q1
MCIPAC,MCAS Iwakuni,1102862,TYPHOON MOTORS SELF-STORAGE-IMAZU DISTRICT,7/1/2007,64952.40,35897.92,96,,,1936269.6,2735,707.9596344,96,N,Q1
MCIPAC,MCAS Iwakuni,1102865,TYPHOON MOTORS SELF-STORAGE-IMAZU DISTRICT,7/1/2007,113666.70,35897.92,93,,,1936269.6,2735,707.9596344,93,N,Q1
MCIPAC,MCAS Iwakuni,1107649,GENERAL STORAGE SHED-IMAZU DISTRICT,8/6/2011,1751.75,531.81,95,,,,2735,,95,N,Q1
MCIPAC,MCAS Iwakuni,1145146,SCUBA AIR GAS CYLINDER STGE-MISUMI DISTRICT,8/5/2010,577.65,12.34,85,,,,2735,,85,N,Q1
MCIPAC,MCAS Iwakuni,1145595,VEH & EQUIP RDY FUEL STOR-IMAZU DISTRICT,8/5/2010,8898.00,11792.66,85,,,,2735,,85,N,Q1
MCIPAC,MCAS Iwakuni,1145597,VEH & EQIP RDY FUEL STOR-IMAZU DISTRICT,8/5/2010,8898.00,11792.66,85,,,,2735,,85,N,Q1
MCIPAC,MCAS Iwakuni,1145605,VEH & EQUIP RDY FUEL STOR-IMAZU DISTRICT,8/5/2010,8898.00,11792.66,85,,,,2735,,85,N,Q1
MCIPAC,MCAS Iwakuni,1145607,MCX RETAIL SIGN-IMAZU DISTRICT,8/5/2010,3419.55,378.75,85,,,,2735,,85,N,Q1
